time,latitude,longitude,depth,mag,country
6/26/1969 12:00:00 AM,37,-116,10,40,USA
8/14/1969 2:30:00 PM,37.1603,-116.0636,10,40,USA
8/27/1969 12:00:00 AM,37,-116,10,20,USA
9/20/1969 12:00:00 AM,37,-116,10,40,USA
10/01/1969 00:00:00,37,-116,10,60,USA
10/16/1969 12:00:00 AM,37,-116,10,20,USA
11/21/1969 12:00:00 AM,37,-116,10,20,USA
12/10/1969 00:00:00,37,-116,10,40,USA
12/10/1969 00:00:00,37,-116,10,80,USA
02/04/1970 00:00:00,37,-116,10,200,USA
03/06/1970 14:24:01,37.0231,-116.0918,10,8.7,USA
05/01/1970 00:00:00,37,-116,10,20,USA
5/28/1970 12:00:00 AM,37,-116,10,40,USA
5/28/1970 12:00:00 PM,37.13,-116.05,10,20,USA
10/13/1970 12:00:00 AM,37,-116,10,60,USA
10/28/1970 12:00:00 AM,37,-116,10,60,USA
11/19/1970 12:00:00 AM,37,-116,10,20,USA
12/03/1970 00:00:00,37,-116,10,40,USA
12/16/1970 12:00:00 AM,37,-116,10,20,USA
12/16/1970 4:00:00 PM,37.1429,-116.034,10,80,USA
6/23/1971 12:00:00 AM,37,-116,10,20,USA
07/09/1971 00:00:00,37,-116,10,20,USA
7/21/1971 12:00:00 AM,37,-116,10,20,USA
08/04/1971 00:00:00,37,-116,10,20,USA
08/05/1971 00:00:00,37,-116,10,40,USA
08/06/1971 00:00:00,37,-116,10,20,USA
9/22/1971 12:00:00 AM,37,-116,10,80,USA
9/29/1971 12:00:00 AM,37,-116,10,20,USA
10/14/1971 2:30:02 PM,37.03,-115.99,10,20,USA
11/30/1971 3:45:03 PM,37.05,-116.14,10,20,USA
12/14/1971 12:00:00 AM,37,-116,10,20,USA
12/14/1971 12:00:00 AM,37,-116,10,20,USA
01/05/1972 00:00:00,37,-116,10,20,USA
02/03/1972 00:00:00,37,-116,10,20,USA
2/17/1972 12:00:00 AM,37,-116,10,20,USA
3/23/1972 12:00:00 AM,37,-116,10,20,USA
3/30/1972 9:00:04 PM,36.92,-116.05,10,40,USA
4/19/1972 12:00:00 AM,37,-116,10,20,USA
05/11/1972 00:00:00,37,-116,10,20,USA
06/07/1972 00:00:00,37,-116,10,20,USA
6/28/1972 12:00:00 AM,37,-116,10,20,USA
6/28/1972 12:00:00 AM,37,-116,10,20,USA
6/28/1972 4:30:04 PM,37.13,-116.1,10,20,USA
7/25/1972 1:30:03 PM,37,-116.2,10,20,USA
08/09/1972 00:00:00,37,-116,10,60,USA
11/09/1972 00:00:00,37,-116,10,20,USA
11/09/1972 00:00:00,37,-116,10,20,USA
11/17/1972 12:00:00 AM,37,-116,10,40,USA
12/12/1972 00:00:00,37,-116,10,20,USA
12/14/1972 12:00:00 AM,37,-116,10,20,USA
12/21/1972 12:00:00 AM,37,-116,10,220,USA
2/14/1973 12:00:00 AM,37,-116,10,20,USA
3/23/1973 12:00:00 AM,37,-116,10,20,USA
04/05/1973 00:00:00,37,-116,10,20,USA
4/26/1973 12:00:00 AM,37,-116,10,20,USA
05/09/1973 00:00:00,37,-116,10,20,USA
5/24/1973 12:00:00 AM,37,-116,10,20,USA
5/24/1973 1:30:03 PM,37.29,-116.1,10,20,USA
6/21/1973 2:44:59 PM,37.08,-115.99,10,200,USA
6/28/1973 12:00:00 AM,37,-116,10,20,USA
10/02/1973 00:00:00,37,-116,10,20,USA
10/02/1973 15:15:00,37.2,-115.8,10,20,USA
12/12/1973 19:00:03,36.93,-116.03,10,20,USA
12/13/1973 12:00:00 AM,37,-116,10,20,USA
12/19/1973 12:00:00 AM,37,-116,10,20,USA
12/19/1973 12:00:00 AM,37,-116,10,20,USA
01/10/1974 00:00:00,37,-116,10,60,USA
3/14/1974 12:00:00 AM,37,-116,10,20,USA
04/12/1974 00:00:00,37,-116,10,20,USA
4/23/1974 12:00:00 AM,37,-116,10,20,USA
05/01/1974 00:00:00,37,-116,10,20,USA
05/08/1974 00:00:00,37,-116,10,20,USA
